"","tweetsdf2.text","id"
"5842","This lady at Starbucks is cussing people out because she had a bad day ‍♀️‍♀️",5842
"5843","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5843
"5844","Big thanks to Keyshawn at @Starbucks on 7th and 28th for my #starbuckscoldbuster #starbucksmedicineball he heard my… https://t.co/fgdIfz75hp",5844
"5845","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5845
"5846","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5846
"5847","RT @Saucestache: I Tried the New Starbucks Christmas Tree Frappuccino, have you? https://t.co/EuX2yQKNtz 
#christmastreefrappuccino #tastet…",5847
"5848","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5848
"5849","I Tried the New Starbucks Christmas Tree Frappuccino, have you? https://t.co/EuX2yQKNtz 
#christmastreefrappuccino… https://t.co/v2WfJnXSai",5849
"5850","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5850
"5851","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5851
"5852","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5852
"5853","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5853
"5854","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5854
"5855","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5855
"5856","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5856
"5857","@R_Fritz2 @MereSholder Maybe you should have started with a $5 Starbucks gift card?",5857
"5858","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5858
"5859","Retail landlords win fight in Starbucks, Whole Foods store closures https://t.co/HTqz3OZcGc",5859
"5860","RT @LeighTVReporter: A witness tells me he was in line for coffee at Starbucks in Port Authority when he heard people scream GET DOWN. Ther…",5860
"5861","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5861
"5862","Almost there @Starbucks https://t.co/8dMHqaULAn",5862
"5863","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5863
"5864","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5864
"5865","RT @LeighTVReporter: A witness tells me he was in line for coffee at Starbucks in Port Authority when he heard people scream GET DOWN. Ther…",5865
"5866","damn, this couple is really going ham on eachother in the starbucks",5866
"5867","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5867
"5868","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5868
"5869","@TheBarnCreative @Starbucks Nice! Love the detailing!",5869
"5870","Lunch... mozzarella and tomatoes  with white mocha latte  @ Starbucks https://t.co/rXXrbxCAtY",5870
"5871","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5871
"5872","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5872
"5873","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5873
"5874","I'm at Starbucks in Trumbull, CT https://t.co/eBpdPXXDJ0",5874
"5875","If you invested $1,000 in Starbucks 10 years ago, here’s what you’d have now https://t.co/8uWgdOnn6K #breakingnews https://t.co/PUjOHa7FEp",5875
"5876","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5876
"5877","There's a really cute guy working at this starbucks  but hes wearing a beanie so idk if hes catfishing me with a bald head",5877
"5878","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5878
"5879","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5879
"5880","RT @LeighTVReporter: A witness tells me he was in line for coffee at Starbucks in Port Authority when he heard people scream GET DOWN. Ther…",5880
"5881","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5881
"5882","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5882
"5883","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5883
"5884","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5884
"5885","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5885
"5886","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5886
"5887","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5887
"5888","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5888
"5889","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5889
"5890","RT @LeighTVReporter: A witness tells me he was in line for coffee at Starbucks in Port Authority when he heard people scream GET DOWN. Ther…",5890
"5891","@Fairytale_Style It's chai latte with espresso shots. Check @Starbucks",5891
"5892","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5892
"5893","Middle-earth: Shadow of War: Fort Starbucks - PART 36 - DynamiteBros: https://t.co/INOYU3X8sv via @YouTube",5893
"5894","Grabbed the wrong coffee from Starbucks, it had 3 espresso shots.... https://t.co/poBCfWBfUB",5894
"5895","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5895
"5896","RT @LeighTVReporter: A witness tells me he was in line for coffee at Starbucks in Port Authority when he heard people scream GET DOWN. Ther…",5896
"5897","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5897
"5898","RT @LeighTVReporter: A witness tells me he was in line for coffee at Starbucks in Port Authority when he heard people scream GET DOWN. Ther…",5898
"5899","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5899
"5900","Dique it’s out of season by me though  https://t.co/V7VOiMrZfi",5900
"5901","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5901
"5902","RT @LeighTVReporter: A witness tells me he was in line for coffee at Starbucks in Port Authority when he heard people scream GET DOWN. Ther…",5902
"5903","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5903
"5904","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5904
"5905","Starbucks Christmas tree + Christmas Lights pengems pens = 
.
The Christmas Lights collection… https://t.co/ho6HwFNuWt",5905
"5906","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5906
"5907","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5907
"5908","So the bedford Starbucks breakfast sandwiches are of another level and it's rude that they limit impeccable quality to this location",5908
"5909","RT @LeighTVReporter: A witness tells me he was in line for coffee at Starbucks in Port Authority when he heard people scream GET DOWN. Ther…",5909
"5910","RT @LeighTVReporter: A witness tells me he was in line for coffee at Starbucks in Port Authority when he heard people scream GET DOWN. Ther…",5910
"5911","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5911
"5912","i need coffee and i have a free reward from starbucks and there’s one a block away from my house. i just don’t wanna leave my couch",5912
"5913","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5913
"5914","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5914
"5915","Starbucks giving out samples (huge) of the limited Christmas Tree Frappuccino .... No just No. If you are a sugar a… https://t.co/Q6Y5AWIxD3",5915
"5916","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5916
"5917","I feel like the baristas at Starbucks must flag my order when I pay with a reward...because it is consistently bad no matter what I order. ",5917
"5918","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5918
"5919","Stop by here. It's a kiosk! What did I get? Mostly water...#ormore @ Starbucks https://t.co/GN9XMoCCHf",5919
"5920","Sitting at a Starbucks, applying for jobs (as always) and a disheveled man, rude at first, starts a conversation wi… https://t.co/HfepCHzV6F",5920
"5921","RT @LeighTVReporter: A witness tells me he was in line for coffee at Starbucks in Port Authority when he heard people scream GET DOWN. Ther…",5921
"5922","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5922
"5923","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5923
"5924","RT @LeighTVReporter: A witness tells me he was in line for coffee at Starbucks in Port Authority when he heard people scream GET DOWN. Ther…",5924
"5925","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5925
"5926","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5926
"5927","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5927
"5928","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5928
"5929","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5929
"5930","RT @AkiyamaZaPD: @beautyskilled It triggers the same way a coffee cup from Starbucks triggers people cause it says merry Christmas instead…",5930
"5931","RT @imnoah: Hi @Starbucks @StarbucksAr did you know that your in-store wifi provider in Buenos Aires forces a 10 second delay when you firs…",5931
"5932","After years of research, I have an announcement here is how coffee is ranked. 

1.) @7eleven 
2.) @DunkinDonuts 
3.… https://t.co/jEsHFjZjcz",5932
